group,Employment,Wage income,Federal income tax,Payroll tax (OASDI)
Zero exposure,0.2894667113830188,0.19965992992637227,0.1560397647605009,0.21169803608038593
Middle,0.45848519495297096,0.51386442430409,0.5431440308940151,0.5039461995559019
Top quartile,0.25204809366401015,0.2864756457695377,0.30081620434548395,0.2843557643637123
